peak_chr,peak_start,peak_end,peak_width,peak_strand,peak_id,peak_annotation,gene_chr,gene_start,gene_end,gene_length,gene_strand,ncbi_id,transcript_id,dist_to_tss,gene_id,gene_symbol,peak_annotation_general,gene_type,logFC,FDR
chr21,44629001,44636500,7500,*,chr21_44629001_44636500,Promoter (<=1kb),21,44637356,44638455,1100,1,353333,ENST00000380095,-856,ENSG00000221859,KRTAP10-10,Promoter (<=1kb),protein_coding,0.673043715291574,0.0646917400994817
chr21,44639001,44650000,11000,*,chr21_44639001_44650000,Promoter (<=1kb),21,44646414,44647650,1237,1,386678,ENST00000334670,0,ENSG00000243489,KRTAP10-11,Promoter (<=1kb),protein_coding,0.6581968155724,0.0882141741816372
chr21,44657001,44659500,2500,*,chr21_44657001_44659500,Promoter (<=1kb),21,44657932,44658341,410,1,386683,ENST00000397907,0,ENSG00000205439,KRTAP12-3,Promoter (<=1kb),protein_coding,0.199603256978462,0.5714114028833
chr21,44667001,44695500,28500,*,chr21_44667001_44695500,Promoter (<=1kb),21,44681576,44682163,588,2,353332,ENST00000391617,0,ENSG00000187175,KRTAP12-1,Promoter (<=1kb),protein_coding,-0.682638731481384,0.129616418303205
chr21,44707501,44721000,13500,*,chr21_44707501_44721000,Promoter (<=1kb),21,44497893,44711572,213680,2,54084,ENST00000323084,0,ENSG00000175894,TSPEAR,Promoter (<=1kb),protein_coding,-0.916978564852013,0.00135575106847358
chr21,44820001,44824000,4000,*,chr21_44820001_44824000,Promoter (1-2kb),21,44805617,44818779,13163,2,6612,ENST00000479153,-1222,ENSG00000184900,SUMO3,Promoter (1-2kb),protein_coding,-0.0144755782242691,0.983448926351555
chr21,44890001,44911500,21500,*,chr21_44890001_44911500,Promoter (<=1kb),21,44885953,44894027,8075,2,3689,ENST00000475170,0,ENSG00000160255,ITGB2,Promoter (<=1kb),protein_coding,0.488959938661319,0.305127831085983
chr21,45559501,45570500,11000,*,chr21_45559501_45570500,Promoter (<=1kb),21,45514715,45563115,48401,2,6573,ENST00000650808,0,ENSG00000173638,SLC19A1,Promoter (<=1kb),protein_coding,-0.297740784115516,0.575112426096504
chr21,46606001,46611000,5000,*,chr21_46606001_46611000,Promoter (<=1kb),21,46598962,46605208,6247,2,6285,ENST00000367071,-793,ENSG00000160307,S100B,Promoter (<=1kb),protein_coding,-0.481871971137188,0.251901672527563
chr22,16969001,16977500,8500,*,chr22_16969001_16977500,Promoter (<=1kb),22,16966100,16968383,2284,2,128954,ENST00000520505,-618,ENSG00000215568,GAB4,Promoter (<=1kb),protein_coding,-0.727096958684572,0.0975013680509281
chr22,19151001,19155500,4500,*,chr22_19151001_19155500,Promoter (<=1kb),22,19146993,19150292,3300,2,2928,ENST00000086933,-709,ENSG00000063515,GSC2,Promoter (<=1kb),protein_coding,-0.3776264523676,0.219949708732798
chr22,19529001,19532000,3000,*,chr22_19529001_19532000,Promoter (1-2kb),22,19523024,19527545,4522,2,7122,ENST00000406028,-1456,ENSG00000184113,CLDN5,Promoter (1-2kb),protein_coding,-0.284816036440192,0.356405148363316
chr22,21054001,21057000,3000,*,chr22_21054001_21057000,Promoter (<=1kb),22,21056530,21060397,3868,1,400891,ENST00000469766,0,ENSG00000187905,LRRC74B,Promoter (<=1kb),protein_coding,0.0953597772907175,0.815510784488754
chr22,22240501,22244500,4000,*,chr22_22240501_22244500,Promoter (<=1kb),22,22244780,22245505,726,1,7441,ENST00000302273,-280,ENSG00000169575,VPREB1,Promoter (<=1kb),protein_coding,-0.629619473675203,0.116772725789682
chr22,22511001,22518000,7000,*,chr22_22511001_22518000,Promoter (2-3kb),22,22484421,22508742,24322,2,140883,ENST00000626650,-2259,ENSG00000275004,ZNF280B,Promoter (2-3kb),protein_coding,0.0344901552075916,0.95181451744208
chr22,22883501,22899500,16000,*,chr22_22883501_22899500,Promoter (<=1kb),22,22887780,22896107,8328,1,100423062,ENST00000532223,0,ENSG00000254709,IGLL5,Promoter (<=1kb),protein_coding,0.511573748054378,0.212996294721215
chr22,24511501,24520500,9000,*,chr22_24511501_24520500,Promoter (<=1kb),22,24519801,24528390,8590,1,51733,ENST00000498140,0,ENSG00000100024,UPB1,Promoter (<=1kb),protein_coding,-0.989854538897295,0.00137020180800365
chr22,24594501,24599500,5000,*,chr22_24594501_24599500,Promoter (<=1kb),22,24594811,24611171,16361,1,2678,ENST00000456869,0,ENSG00000100031,GGT1,Promoter (<=1kb),protein_coding,5.1584448061304e-4,0.999672833506926
chr22,25212001,25227500,15500,*,chr22_25212001_25227500,Promoter (<=1kb),22,25212085,25213826,1742,1,1415,ENST00000454253,0,ENSG00000244752,CRYBB2,Promoter (<=1kb),protein_coding,-0.304300730021573,0.5709271693088
chr22,25764001,25773000,9000,*,chr22_25764001_25773000,Promoter (<=1kb),22,25770027,26027766,257740,1,84700,ENST00000418374,0,ENSG00000133454,MYO18B,Promoter (<=1kb),protein_coding,-0.624905081835266,0.17681880494171
chr22,26360501,26365000,4500,*,chr22_26360501_26365000,Promoter (<=1kb),22,26364749,26377720,12972,1,23544,ENST00000494013,0,ENSG00000100095,SEZ6L,Promoter (<=1kb),protein_coding,0.812474166004558,0.0111479136185977
chr22,26368001,26428000,60000,*,chr22_26368001_26428000,Promoter (1-2kb),22,26429260,26445015,15756,1,57168,ENST00000215906,-1260,ENSG00000128203,ASPHD2,Promoter (1-2kb),protein_coding,1.58915759592854,1.59281782733057e-7
chr22,26606501,26619000,12500,*,chr22_26606501_26619000,Promoter (<=1kb),22,26599278,26618027,18750,2,1414,ENST00000647684,0,ENSG00000100122,CRYBB1,Promoter (<=1kb),protein_coding,0.684669575665389,0.132687931727859
chr22,28089501,28165000,75500,*,chr22_28089501_28165000,Promoter (<=1kb),22,28028815,28094135,65321,2,23331,ENST00000442232,0,ENSG00000100154,TTC28,Promoter (<=1kb),protein_coding,1.01873876757887,5.5982458014732e-4
chr22,29117501,29121000,3500,*,chr22_29117501_29121000,Promoter (<=1kb),22,29121441,29138771,17331,1,83999,ENST00000453585,-441,ENSG00000183762,KREMEN1,Promoter (<=1kb),protein_coding,-8.4757111899949e-4,0.999417082739524
chr22,29315501,29318000,2500,*,chr22_29315501_29318000,Promoter (<=1kb),22,29296528,29315981,19454,2,10633,ENST00000780180,0,ENSG00000100276,RASL10A,Promoter (<=1kb),protein_coding,-0.354335532350245,0.267747305727443
chr22,30547001,30549000,2000,*,chr22_30547001_30549000,Promoter (<=1kb),22,30522799,30546741,23943,2,730005,ENST00000402034,-260,ENSG00000214491,SEC14L6,Promoter (<=1kb),protein_coding,-0.18746745181391,0.588110119758173
chr22,30564001,30568500,4500,*,chr22_30564001_30568500,Promoter (<=1kb),22,30554635,30565133,10499,2,9514,ENST00000402321,0,ENSG00000128242,GAL3ST1,Promoter (<=1kb),protein_coding,-0.582633415820528,0.0444268424676919
chr22,30798501,30805000,6500,*,chr22_30798501_30805000,Promoter (<=1kb),22,30803086,30889635,86550,1,23762,ENST00000424224,0,ENSG00000184792,OSBP2,Promoter (<=1kb),protein_coding,-1.1927112307684,2.1321550225864e-4
chr22,30971501,30975000,3500,*,chr22_30971501_30975000,Promoter (<=1kb),22,30972263,30976063,3801,1,55000,ENST00000602393,0,ENSG00000253352,TUG1,Promoter (<=1kb),protein_coding,0.0213598629213647,0.974494741021308
chr22,31137001,31140500,3500,*,chr22_31137001_31140500,Promoter (<=1kb),22,31134807,31140508,5702,2,50487,ENST00000215885,8,ENSG00000100078,PLA2G3,Promoter (<=1kb),protein_coding,-0.665223502776965,0.0596631757811707
chr22,32163001,32166000,3000,*,chr22_32163001_32166000,Promoter (2-3kb),22,32159454,32160392,939,2,150297,ENST00000426354,-2609,ENSG00000205856,C22orf42,Promoter (2-3kb),protein_coding,-0.281526685407166,0.890332131296561
chr22,32415001,32427500,12500,*,chr22_32415001_32427500,Promoter (2-3kb),22,32407879,32412248,4370,2,51493,ENST00000463455,-2753,ENSG00000100220,RTCB,Promoter (2-3kb),protein_coding,0.914343886680836,0.0027190096349449
chr22,32451001,32468500,17500,*,chr22_32451001_32468500,Promoter (<=1kb),22,32413845,32464446,50602,2,254240,ENST00000300399,0,ENSG00000184459,BPIFC,Promoter (<=1kb),protein_coding,0.5052906379932,0.155754996142553
chr22,32794001,32804500,10500,*,chr22_32794001_32804500,Promoter (<=1kb),22,32801705,32863041,61337,1,7078,ENST00000266085,0,ENSG00000100234,TIMP3,Promoter (<=1kb),protein_coding,-1.54543689270279,1.7577200330026e-7
chr22,35539501,35544500,5000,*,chr22_35539501_35544500,Promoter (<=1kb),22,35540831,35553999,13169,1,23551,ENST00000216127,0,ENSG00000100302,RASD2,Promoter (<=1kb),protein_coding,0.578739218903215,0.0704138635870416
chr22,35616501,35619000,2500,*,chr22_35616501_35619000,Promoter (<=1kb),22,35606764,35617329,10566,2,4151,ENST00000397326,0,ENSG00000198125,MB,Promoter (<=1kb),protein_coding,-0.0019769151621889,0.999049920130289
chr22,36161001,36167000,6000,*,chr22_36161001_36167000,Promoter (<=1kb),22,36140330,36166177,25848,2,80833,ENST00000361710,0,ENSG00000128284,APOL3,Promoter (<=1kb),protein_coding,-0.42911986004103,0.452244990021739
chr22,36207001,36222500,15500,*,chr22_36207001_36222500,Promoter (2-3kb),22,36189129,36204840,15712,2,80832,ENST00000616056,-2161,ENSG00000100336,APOL4,Promoter (2-3kb),protein_coding,0.967430752079241,0.00328888935113624
chr22,36671501,36742000,70500,*,chr22_36671501_36742000,Promoter (<=1kb),22,36560857,36703752,142896,2,10369,ENST00000300105,0,ENSG00000166862,CACNG2,Promoter (<=1kb),protein_coding,0.932640902146546,0.00337944880010212
chr22,36784501,36821000,36500,*,chr22_36784501_36821000,Promoter (<=1kb),22,36800684,36819479,18796,2,5816,ENST00000216200,0,ENSG00000100362,PVALB,Promoter (<=1kb),protein_coding,0.495979434432342,0.637263766679764
chr22,36855501,36860000,4500,*,chr22_36855501_36860000,Promoter (<=1kb),22,36860988,36875832,14845,1,4689,ENST00000447071,-988,ENSG00000100365,NCF4,Promoter (<=1kb),protein_coding,0.864319894604324,0.00843847592430163
chr22,37004001,37011500,7500,*,chr22_37004001_37011500,Promoter (<=1kb),22,36991125,37007798,16674,2,339669,ENST00000402860,0,ENSG00000185264,CIMIP4,Promoter (<=1kb),protein_coding,-0.0111175940825698,0.9871620676362
chr22,37136501,37138500,2000,*,chr22_37136501_37138500,Promoter (<=1kb),22,37128522,37136408,7887,2,3560,ENST00000483573,-93,ENSG00000100385,IL2RB,Promoter (<=1kb),protein_coding,-0.15225908500587,0.670506030824336
chr22,37262501,37266000,3500,*,chr22_37262501_37266000,Promoter (2-3kb),22,37225301,37259594,34294,2,5880,ENST00000699915,-2907,ENSG00000128340,RAC2,Promoter (2-3kb),protein_coding,-0.0147390742439214,0.984890304518992
chr22,37555501,37558000,2500,*,chr22_37555501_37558000,Promoter (2-3kb),22,37560480,37566559,6080,1,11135,ENST00000430687,-2480,ENSG00000128283,CDC42EP1,Promoter (2-3kb),protein_coding,-0.00553519174321481,0.995467806443689
chr22,38443001,38445000,2000,*,chr22_38443001_38445000,Promoter (<=1kb),22,38441894,38444278,2385,2,3761,ENST00000826938,0,ENSG00000168135,KCNJ4,Promoter (<=1kb),protein_coding,-0.302802617456972,0.342221045087036
chr22,38794501,38802500,8000,*,chr22_38794501_38802500,Promoter (<=1kb),22,38780718,38794198,13481,2,10126,ENST00000406199,-303,ENSG00000100246,DNAL4,Promoter (<=1kb),protein_coding,-0.712589553881116,0.0929985230245225
chr22,38940501,38957500,17000,*,chr22_38940501_38957500,Promoter (<=1kb),22,38952751,38963183,10433,1,200315,ENST00000402255,0,ENSG00000128383,APOBEC3A,Promoter (<=1kb),protein_coding,-0.853565814009417,0.0285856106970223
chr22,39467001,39470000,3000,*,chr22_39467001_39470000,Promoter (2-3kb),22,39472788,39487830,15043,1,4248,ENST00000429402,-2788,ENSG00000128268,MGAT3,Promoter (2-3kb),protein_coding,-0.959652296051385,0.0025269949655313
chr22,39741001,39940500,199500,*,chr22_39741001_39940500,Promoter (<=1kb),22,39743044,39893760,150717,2,150350,ENST00000325157,0,ENSG00000176177,ENTHD1,Promoter (<=1kb),protein_coding,-2.6258581677283,1.56154803719916e-15
chr22,39964501,39981500,17000,*,chr22_39964501_39981500,Promoter (<=1kb),22,39966050,39968696,2647,1,9402,ENST00000481263,0,ENSG00000100351,GRAP2,Promoter (<=1kb),protein_coding,-0.88677186942669906,0.00910280520255006
chr22,40678001,40682500,4500,*,chr22_40678001_40682500,Promoter (<=1kb),22,40679273,40682083,2811,1,2847,ENST00000381433,0,ENSG00000128285,MCHR1,Promoter (<=1kb),protein_coding,-0.774466850088496,0.00817815451155572
chr22,41970501,41978500,8000,*,chr22_41970501_41978500,Promoter (<=1kb),22,41976272,41989589,13318,1,55964,ENST00000449288,0,ENSG00000100167,SEPTIN3,Promoter (<=1kb),protein_coding,-0.711146973991348,0.0638113890468911
chr22,42030501,42034000,3500,*,chr22_42030501_42034000,Promoter (<=1kb),22,42030546,42032931,2386,1,164684,ENST00000470812,0,ENSG00000183066,WBP2NL,Promoter (<=1kb),protein_coding,0.302564950298989,0.785774701775453
chr22,43190001,43192000,2000,*,chr22_43190001_43192000,Promoter (2-3kb),22,43166622,43187134,20513,2,23170,ENST00000216129,-2867,ENSG00000100304,TTLL12,Promoter (2-3kb),protein_coding,0.0594117505423202,0.90023934274946
chr22,43408501,43424500,16000,*,chr22_43408501_43424500,Promoter (<=1kb),22,43411196,43507848,96653,1,758,ENST00000417669,0,ENSG00000186732,MPPED1,Promoter (<=1kb),protein_coding,-0.16111225454029,0.907949505370896
chr22,43848501,43879000,30500,*,chr22_43848501_43879000,Promoter (<=1kb),22,43824509,43862513,38005,2,25830,ENST00000330884,0,ENSG00000130540,SULT4A1,Promoter (<=1kb),protein_coding,0.470581881829173,0.337239502091912
chr22,44121501,44133500,12000,*,chr22_44121501_44133500,Promoter (2-3kb),22,44136464,44139124,2661,1,29780,ENST00000495824,-2964,ENSG00000188677,PARVB,Promoter (2-3kb),protein_coding,0.134389609322884,0.864724619032914
chr22,44669001,44673000,4000,*,chr22_44669001_44673000,Promoter (<=1kb),22,44668713,44737247,68535,1,55615,ENST00000432186,288,ENSG00000186654,PRR5,Promoter (<=1kb),protein_coding,-0.587068537508532,0.0586674752133025
chr22,48564001,48575000,11000,*,chr22_48564001_48575000,Promoter (1-2kb),22,48576306,48751932,175627,1,25817,ENST00000358295,-1306,ENSG00000219438,TAFA5,Promoter (1-2kb),protein_coding,-0.00774752397293817,0.992934685585543
chr22,50141501,50144500,3000,*,chr22_50141501_50144500,Promoter (2-3kb),22,50146965,50161677,14713,1,54456,ENST00000395852,-2465,ENSG00000073146,MOV10L1,Promoter (2-3kb),protein_coding,-0.507158455314817,0.175758207063294
chr22,50596501,50603000,6500,*,chr22_50596501_50603000,Promoter (<=1kb),22,50580357,50601455,21099,2,1120,ENST00000463053,0,ENSG00000100288,CHKB,Promoter (<=1kb),protein_coding,-0.934676618335407,0.00990121885840318
chr3,3010001,3043000,33000,*,chr3_3010001_3043000,Promoter (<=1kb),3,3039624,3057953,18330,1,152330,ENST00000484686,0,ENSG00000144619,CNTN4,Promoter (<=1kb),protein_coding,-1.58906630743357,4.82867814115991e-8
chr3,3180501,3216000,35500,*,chr3_3180501_3216000,Promoter (<=1kb),3,3144628,3179727,35100,2,51185,ENST00000639284,-774,ENSG00000113851,CRBN,Promoter (<=1kb),protein_coding,-0.776351994686137,0.0770886035287216
chr3,6861501,6866000,4500,*,chr3_6861501_6866000,Promoter (<=1kb),3,6862743,7306652,443910,1,2917,ENST00000435689,0,ENSG00000196277,GRM7,Promoter (<=1kb),protein_coding,-0.341827714076817,0.271640221807666
chr3,8966501,8972000,5500,*,chr3_8966501_8972000,Promoter (2-3kb),3,8941796,8963773,21978,2,56852,ENST00000413832,-2728,ENSG00000070950,RAD18,Promoter (2-3kb),protein_coding,-0.0391733647125706,0.927380738937844
chr3,9080501,9085000,4500,*,chr3_9080501_9085000,Promoter (<=1kb),3,9033431,9081287,47857,2,9901,ENST00000485983,0,ENSG00000196220,SRGAP3,Promoter (<=1kb),protein_coding,-0.12418094886732,0.747056158200709
chr3,9544501,9564500,20000,*,chr3_9544501_9564500,Promoter (<=1kb),3,9498361,9553822,55462,2,375323,ENST00000287585,0,ENSG00000156959,LHFPL4,Promoter (<=1kb),protein_coding,-0.0231123209192444,0.979416167140411
chr3,9710001,9714500,4500,*,chr3_9710001_9714500,Promoter (<=1kb),3,9715340,9726713,11374,1,151835,ENST00000273027,-840,ENSG00000144550,CPNE9,Promoter (<=1kb),protein_coding,-0.311232480204544,0.679181684978019
chr3,11723001,11733000,10000,*,chr3_11723001_11733000,Promoter (<=1kb),3,11720456,11724979,4524,2,132001,ENST00000414047,0,ENSG00000144559,TAMM41,Promoter (<=1kb),protein_coding,-0.714639953852166,0.030136605204674
chr3,11753501,11771000,17500,*,chr3_11753501_11771000,Promoter (<=1kb),3,11601910,11771350,169441,2,9686,ENST00000623028,350,ENSG00000144560,VGLL4,Promoter (<=1kb),protein_coding,0.809660634302764,0.0275511133095973
chr3,11991501,12002500,11000,*,chr3_11991501_12002500,Promoter (1-2kb),3,12004388,12192032,187645,1,6854,ENST00000621198,-1888,ENSG00000157152,SYN2,Promoter (1-2kb),protein_coding,-0.515805040857791,0.139449062246025
chr3,12772001,12778500,6500,*,chr3_12772001_12778500,Promoter (2-3kb),3,12734707,12769457,34751,2,55287,ENST00000264728,-2544,ENSG00000088726,TMEM40,Promoter (2-3kb),protein_coding,-0.222028404684917,0.677875932875581
chr3,13874501,13888500,14000,*,chr3_13874501_13888500,Promoter (<=1kb),3,13816258,13880071,63814,2,7476,ENST00000285018,0,ENSG00000154764,WNT7A,Promoter (<=1kb),protein_coding,-1.06698790468229,0.00168507932564078
chr3,14516501,14521500,5000,*,chr3_14516501_14521500,Promoter (2-3kb),3,14491170,14513678,22509,2,80852,ENST00000430219,-2823,ENSG00000144596,GRIP2,Promoter (2-3kb),protein_coding,0.493558803436223,0.20333447232382
chr3,15341501,15346000,4500,*,chr3_15341501_15346000,Promoter (<=1kb),3,15255650,15341368,85719,2,9467,ENST00000408919,-133,ENSG00000131370,SH3BP5,Promoter (<=1kb),protein_coding,-0.127487145548176,0.946582960366199
chr3,16171501,16177000,5500,*,chr3_16171501_16177000,Promoter (<=1kb),3,16174680,16230165,55486,1,117248,ENST00000339732,0,ENSG00000131386,GALNT15,Promoter (<=1kb),protein_coding,-0.819509469691169,0.00505888107562709
chr3,29751501,29761500,10000,*,chr3_29751501_29761500,Promoter (1-2kb),3,29762923,29903238,140316,1,27303,ENST00000497319,-1423,ENSG00000144642,RBMS3,Promoter (1-2kb),protein_coding,-1.3013163435739,2.76227820168448e-5
chr3,30893001,30896500,3500,*,chr3_30893001_30896500,Promoter (<=1kb),3,30726197,30894661,168465,2,339896,ENST00000282538,0,ENSG00000144644,GADL1,Promoter (<=1kb),protein_coding,0.245999117996395,0.433738798060919
chr3,31527501,31531000,3500,*,chr3_31527501_31531000,Promoter (1-2kb),3,31532638,31620274,87637,1,201595,ENST00000453168,-1638,ENSG00000163527,STT3B,Promoter (1-2kb),protein_coding,-0.0913271403084667,0.822037930822311
chr3,32234001,32238500,4500,*,chr3_32234001_32238500,Promoter (<=1kb),3,32238679,32370321,131643,1,152189,ENST00000458535,-179,ENSG00000170293,CMTM8,Promoter (<=1kb),protein_coding,0.56569028600316,0.18528432113278
chr3,33214001,33219000,5000,*,chr3_33214001_33219000,Promoter (<=1kb),3,33150043,33218810,68768,2,26032,ENST00000309558,0,ENSG00000173705,SUSD5,Promoter (<=1kb),protein_coding,-0.560644205170098,0.10599029393871
chr3,36725001,36738500,13500,*,chr3_36725001_36738500,Promoter (<=1kb),3,36718093,36729795,11703,2,85443,ENST00000498047,0,ENSG00000163673,DCLK3,Promoter (<=1kb),protein_coding,-0.0995361464318425,0.94631577156827
chr3,36855501,36861500,6000,*,chr3_36855501_36861500,Promoter (<=1kb),3,36826832,36856645,29814,2,9881,ENST00000646436,0,ENSG00000168016,TRANK1,Promoter (<=1kb),protein_coding,-0.650267543176907,0.10488101633855
chr3,38060501,38064000,3500,*,chr3_38060501_38064000,Promoter (<=1kb),3,38062746,38095941,33196,1,9940,ENST00000447130,0,ENSG00000008226,DLEC1,Promoter (<=1kb),protein_coding,0.146697698493807,0.821858544727828
chr3,39157001,39161000,4000,*,chr3_39157001_39161000,Promoter (2-3kb),3,39142338,39154562,12225,2,64651,ENST00000514182,-2439,ENSG00000144655,CSRNP1,Promoter (2-3kb),protein_coding,-0.021528531908742,0.97391341893812
chr3,39195001,39198500,3500,*,chr3_39195001_39198500,Promoter (2-3kb),3,39183210,39192596,9387,2,165904,ENST00000396251,-2405,ENSG00000168334,XIRP1,Promoter (2-3kb),protein_coding,-0.461040784669061,0.148988963776588
chr3,39327001,39330500,3500,*,chr3_39327001_39330500,Promoter (<=1kb),3,39329709,39333680,3972,1,1237,ENST00000326306,0,ENSG00000179934,CCR8,Promoter (<=1kb),protein_coding,-0.186310201559143,0.58582940835461506
chr3,39497501,39509000,11500,*,chr3_39497501_39509000,Promoter (<=1kb),3,39502063,39524882,22820,1,4336,ENST00000424090,0,ENSG00000168314,MOBP,Promoter (<=1kb),protein_coding,-0.538766530020069,0.285283667945493
chr3,41189001,41192500,3500,*,chr3_41189001_41192500,Promoter (2-3kb),3,41194741,41239949,45209,1,1499,ENST00000643541,-2241,ENSG00000168036,CTNNB1,Promoter (2-3kb),protein_coding,-0.590313508882642,0.0537898351492668
chr3,42267001,42274000,7000,*,chr3_42267001_42274000,Promoter (<=1kb),3,42257826,42266185,8360,2,885,ENST00000396169,-816,ENSG00000187094,CCK,Promoter (<=1kb),protein_coding,-0.00310997358905511,0.99783550930986
chr3,42688501,42701000,12500,*,chr3_42688501_42701000,Promoter (<=1kb),3,42692663,42693450,788,2,57467,ENST00000490003,0,ENSG00000010282,HHATL,Promoter (<=1kb),protein_coding,-0.214792236035846,0.752515883156869
chr3,42712501,42715000,2500,*,chr3_42712501_42715000,Promoter (<=1kb),3,42709698,42714149,4452,2,152206,ENST00000466031,0,ENSG00000244607,CCDC13,Promoter (<=1kb),protein_coding,-0.647249208610011,0.0462709918308126
chr3,42850501,42853500,3000,*,chr3_42850501_42853500,Promoter (<=1kb),3,42850966,42865013,14048,1,1238,ENST00000494619,0,ENSG00000144648,ACKR2,Promoter (<=1kb),protein_coding,-0.020453127467133,0.975083282899245
chr3,42867001,42878000,11000,*,chr3_42867001_42878000,Promoter (<=1kb),3,42872192,42875879,3688,2,1582,ENST00000316161,0,ENSG00000180432,CYP8B1,Promoter (<=1kb),protein_coding,-0.466873199783577,0.281928790783232
chr3,42901001,42906500,5500,*,chr3_42901001_42906500,Promoter (<=1kb),3,42906142,42919334,13193,1,389114,ENST00000440367,0,ENSG00000182983,ZNF662,Promoter (<=1kb),protein_coding,0.0436440476882595,0.930959090855809
chr3,44332501,44335500,3000,*,chr3_44332501_44335500,Promoter (2-3kb),3,44338119,44359804,21686,1,285343,ENST00000383746,-2619,ENSG00000179152,TCAIM,Promoter (2-3kb),protein_coding,-0.332471878399473,0.29000209952125
chr3,44563001,44568000,5000,*,chr3_44563001_44568000,Promoter (<=1kb),3,44565559,44594173,28615,1,55888,ENST00000419137,0,ENSG00000196345,ZKSCAN7,Promoter (<=1kb),protein_coding,0.292038664509914,0.624491088425671
chr3,45025501,45027500,2000,*,chr3_45025501_45027500,Promoter (<=1kb),3,45026303,45036071,9769,1,7123,ENST00000296130,0,ENSG00000163815,CLEC3B,Promoter (<=1kb),protein_coding,-0.0959259921154335,0.811995671213038
chr3,45221501,45234500,13000,*,chr3_45221501_45234500,Promoter (<=1kb),3,45224466,45226287,1822,2,25907,ENST00000503771,0,ENSG00000249992,TMEM158,Promoter (<=1kb),protein_coding,-0.796856805217521,0.00690798554735285
chr3,45883001,45886500,3500,*,chr3_45883001_45886500,Promoter (<=1kb),3,45884425,45902880,18456,1,10803,ENST00000706789,0,ENSG00000173585,CCR9,Promoter (<=1kb),protein_coding,-0.578331953282153,0.128493999405099
chr3,46027001,46029500,2500,*,chr3_46027001_46029500,Promoter (<=1kb),3,46017007,46027483,10477,2,2829,ENST00000309285,0,ENSG00000173578,XCR1,Promoter (<=1kb),protein_coding,-0.113506412908024,0.772665724206825
chr3,46233501,46239500,6000,*,chr3_46233501_46239500,Promoter (2-3kb),3,46242381,46266706,24326,1,1232,ENST00000545097,-2881,ENSG00000183625,CCR3,Promoter (2-3kb),protein_coding,-0.664724920993018,0.0459070917973661
chr3,46348501,46361500,13000,*,chr3_46348501_46361500,Promoter (<=1kb),3,46353864,46358688,4825,1,729230,ENST00000465202,0,ENSG00000121807,CCR2,Promoter (<=1kb),protein_coding,-0.305241795630272,0.900223777067229
chr3,46407501,46410500,3000,*,chr3_46407501_46410500,Promoter (<=1kb),3,46407558,46409523,1966,1,9034,ENST00000357392,0,ENSG00000121797,CCRL2,Promoter (<=1kb),protein_coding,-0.528074886293368,0.0679027852711014
chr3,46579001,46581500,2500,*,chr3_46579001_46581500,Promoter (<=1kb),3,46581150,46617226,36077,1,100132146,ENST00000505797,0,ENSG00000283473,FAM240A,Promoter (<=1kb),protein_coding,-0.85636368050733,0.00180575952167804
chr3,47578001,47581500,3500,*,chr3_47578001_47581500,Promoter (<=1kb),3,47562238,47578865,16628,2,10675,ENST00000264723,0,ENSG00000114646,CSPG5,Promoter (<=1kb),protein_coding,-0.66611818298304,0.0700797878967114
chr3,48376501,48381000,4500,*,chr3_48376501_48381000,Promoter (<=1kb),3,48379737,48401259,21523,1,285231,ENST00000468158,0,ENSG00000164049,FBXW12,Promoter (<=1kb),protein_coding,-0.549401518124619,0.141651463586064
chr3,49790501,49793000,2500,*,chr3_49790501_49793000,Promoter (<=1kb),3,49790732,49792931,2200,2,389118,ENST00000462108,0,ENSG00000187492,CDHR4,Promoter (<=1kb),protein_coding,-0.612938679552142,0.068814505408225
chr3,49860501,49870000,9500,*,chr3_49860501_49870000,Promoter (<=1kb),3,49857988,49869903,11916,2,79012,ENST00000475665,0,ENSG00000164076,CAMKV,Promoter (<=1kb),protein_coding,-0.455570043435352,0.295110061160602
chr3,50152501,50155000,2500,*,chr3_50152501_50155000,Promoter (<=1kb),3,50155045,50182766,27722,1,6405,ENST00000414301,-45,ENSG00000001617,SEMA3F,Promoter (<=1kb),protein_coding,-0.0320913946813923,0.957348395268796
chr3,51795501,51798500,3000,*,chr3_51795501_51798500,Promoter (<=1kb),3,51798803,51830545,31743,1,401067,ENST00000650142,-303,ENSG00000229972,IQCF3,Promoter (<=1kb),protein_coding,0.316701334916032,0.425687458089283
chr3,51952501,51956000,3500,*,chr3_51952501_51956000,Promoter (<=1kb),3,51955381,51957499,2119,1,118442,ENST00000322241,0,ENSG00000180929,GPR62,Promoter (<=1kb),protein_coding,-0.989937078062581,4.2411431541712e-4
chr3,52778001,52786000,8000,*,chr3_52778001_52786000,Promoter (<=1kb),3,52778507,52792011,13505,1,3697,ENST00000628722,0,ENSG00000055957,ITIH1,Promoter (<=1kb),protein_coding,-0.304763408688134,0.617330719034045
chr3,52827001,52829000,2000,*,chr3_52827001_52829000,Promoter (<=1kb),3,52813286,52826917,13632,2,3700,ENST00000441637,-84,ENSG00000055955,ITIH4,Promoter (<=1kb),protein_coding,-0.0380487333097712,0.944840496261398
chr3,53046001,53048000,2000,*,chr3_53046001_53048000,Promoter (<=1kb),3,52903572,53046073,142502,2,51460,ENST00000394752,0,ENSG00000163935,SFMBT1,Promoter (<=1kb),protein_coding,-0.463384440353079,0.120914680149558
